author,affiliations
"Name(first='Zhengshan', last='Xu')",Unknown
"Name(first='Kai', last='Yu')",Shanghai Jiao Tong University
"Name(first='Jiangxing', last='Wang')",Unknown
"Name(first='Jiachen', last='Li')",Unknown
"Name(first='Xiao', last='Han')",Unknown; Tencent AI Lab
"Name(first='Deheng', last='Ye')",Tencent and Tencent
"Name(first='Zongqing', last='Lu')",Peking University
"Name(first='Hiromasa', last='Sakurai')",the University of Tokyo
"Name(first='Yusuke', last='Miyao')",the University of Tokyo
"Name(first='Huiqiang', last='Jiang')",Microsoft
"Name(first='Qianhui', last='Wu')",Microsoft
"Name(first='Xufang', last='Luo')",Microsoft Research
"Name(first='Dongsheng', last='Li')",Unknown
"Name(first='Chin-Yew', last='Lin')",Microsoft
"Name(first='Yuqing', last='Yang')","Research, Microsoft; Unknown"
"Name(first='Lili', last='Qiu')",Microsoft
"Name(first='Chuhao', last='Jin')",Unknown
"Name(first='Kening', last='Ren')",Microsoft
"Name(first='Lingzhen', last='Kong')",Unknown
"Name(first='Xiting', last='Wang')",Renmin University of China
"Name(first='Ruihua', last='Song')",Renmin University of China
"Name(first='Huan', last='Chen')",Unknown
"Name(first='Mengxi', last='Xiao')",Unknown
"Name(first='Qianqian', last='Xie')",Unknown
"Name(first='Ziyan', last='Kuang')",Jiangxi Normal University
"Name(first='Zhicheng', last='Liu')",Unknown; Shanghai Jiaotong University
"Name(first='Kailai', last='Yang')",Unknown
"Name(first='Min', last='Peng')",Wuhan University
"Name(first='Weiguang', last='Han')",Unknown
"Name(first='Jimin', last='Huang')",The Fin AI
"Name(first='Zirun', last='Guo')",Unknown
"Name(first='Tao', last='Jin')",Unknown
"Name(first='Zhou', last='Zhao')",Zhejiang University and Zhejiang University
"Name(first='Bi-Cheng', last='Yan')",Unknown
"Name(first='Jiun-Ting', last='Li')",Unknown
"Name(first='Yi-Cheng', last='Wang')",Unknown
"Name(first='Hsin Wei', last='Wang')",Unknown
"Name(first='Tien-Hong', last='Lo')",National Taiwan Normal University
"Name(first='Yung-Chang', last='Hsu')",Unknown
"Name(first='Wei-Cheng', last='Chao')",Unknown
"Name(first='Berlin', last='Chen')",National Taiwan Normal University
"Name(first='Wei', last='Li')","Unknown; institute of computing technology, Chinese Academy of Sciences"
"Name(first='Yongxin', last='Zhu')",University of Science and Technology of China; Unknown
"Name(first='Dan', last='Su')",Unknown
"Name(first='Liqiang', last='He')",Tencent AI Lab
"Name(first='Linli', last='Xu')",University of Science and Technology of China
"Name(first='Lichen', last='Zhang')",Peking University
"Name(first='Junlong', last='Li')",Unknown
"Name(first='Fan', last='Zhou')",Unknown
"Name(first='Shichao', last='Sun')",The Hong Kong Polytechnic University
"Name(first='Yikai', last='Zhang')",Unknown
"Name(first='Hai', last='Zhao')",Shanghai Jiao Tong University
"Name(first='Tao', last='Sun')",Unknown
"Name(first='Linzheng', last='Chai')",Unknown
"Name(first='Jian', last='Yang')",Alibaba Group
"Name(first='Yuwei', last='Yin')",Unknown
"Name(first='Hongcheng', last='Guo')",Unknown
"Name(first='Jiaheng', last='Liu')",Unknown; Alibaba Group
"Name(first='Bing', last='Wang')",Unknown
"Name(first='Liqun', last='Yang')",Unknown
"Name(first='Zhoujun', last='Li')",Unknown
"Name(first='Xianming', last='Li')",Unknown
"Name(first='Jing', last='Li')",Harbin Institute Of Technology; The Hong Kong Polytechnic University
"Name(first='Xintao', last='Wang')",Unknown
"Name(first='Yunze', last='Xiao')",Unknown
"Name(first='Jen-tse', last='Huang')",Unknown
"Name(first='Rui', last='Xu')",Unknown
"Name(first='Haoran', last='Guo')",研茵科技
"Name(first='Quan', last='Tu')",Unknown
"Name(first='Yaying', last='Fei')",Unknown
"Name(first='Ziang', last='Leng')",Unknown
"Name(first='Cheng', last='Li')",Unknown; Google
"Name(first='Shengchao', last='Liu')",Unknown
"Name(first='Xiaoming', last='Liu')",Unknown
"Name(first='Yichen', last='Wang')",Unknown
"Name(first='Zehua', last='Cheng')",Xi’an jiaotong University
"Name(first='Chengzhengxu', last='Li')",Unknown
"Name(first='Zhaohan', last='Zhang')",Unknown
"Name(first='Yu', last='Lan')",Unknown
"Name(first='Chao', last='Shen')",Xi’an jiaotong University
"Name(first='Jingwei', last='Ni')",ETHZ - ETH Zurich
"Name(first='Minjing', last='Shi')",Unknown
"Name(first='Dominik', last='Stammbach')",Unknown
"Name(first='Mrinmaya', last='Sachan')",Swiss Federal Institute of Technology
"Name(first='Elliott', last='Ash')",Swiss Federal Institute of Technology
"Name(first='Markus', last='Leippold')",University of Zurich
"Name(first='Tobias', last='Schimanski')",Unknown
"Name(first='Mathias', last='Kraus')",Unknown
"Name(first='Shihan', last='Dou')",Unknown
"Name(first='Enyu', last='Zhou')",Fudan University
"Name(first='Yan', last='Liu')",Unknown; University of Southern California
"Name(first='Songyang', last='Gao')",Shanghai Artificial Intelligence Laboratory
"Name(first='Wei', last='Shen')",Baichuan
"Name(first='Limao', last='Xiong')",Fudan University
"Name(first='Yuhao', last='Zhou')",Fudan University
"Name(first='Xiao', last='Wang')",Unknown
"Name(first='Zhiheng', last='Xi')",Unknown
"Name(first='Xiaoran', last='Fan')",Unknown
"Name(first='Shiliang', last='Pu')",Unknown
"Name(first='Jiang', last='Zhu')",Hikvision Research Institute
"Name(first='Rui', last='Zheng')",Unknown
"Name(first='Tao', last='Gui')",Fudan University
"Name(first='Qi', last='Zhang')",Unknown; Fudan University; Ant Group
"Name(first='Xuanjing', last='Huang')",Fudan University
"Name(first='Xiaoying', last='Zhang')",The Chinese University of Hong Kong
"Name(first='Baolin', last='Peng')",Tencent AI Lab
"Name(first='Ye', last='Tian')",Unknown
"Name(first='Jingyan', last='Zhou')",Unknown
"Name(first='Lifeng', last='Jin')",Tencent AI Lab
"Name(first='Haitao', last='Mi')",Tencent AI Lab
"Name(first='Helen', last='Meng')",The Chinese University of Hong Kong
"Name(first='Zheng', last='Wang')",Huawei Singapore; University of Leeds
"Name(first='Shu', last='Teo')",Unknown
"Name(first='Jieer', last='Ouyang')",Huawei Technologies Ltd.
"Name(first='Yongjun', last='Xu')",Unknown
"Name(first='Wei', last='Shi')",Huawei Technologies Ltd.
"Name(first='Qian', last='Yang')",Unknown
"Name(first='Jin', last='Xu')",Unknown; Alibaba Group
"Name(first='Wenrui', last='Liu')",Unknown
"Name(first='Yunfei', last='Chu')",Unknown
"Name(first='Ziyue', last='Jiang')",Unknown
"Name(first='Xiaohuan', last='Zhou')",Alibaba Group
"Name(first='Yichong', last='Leng')",University of Science and Technology of China
"Name(first='Yuanjun', last='Lv')",Unknown
"Name(first='Tom', last='Kocmi')",Microsoft
"Name(first='Vilém', last='Zouhar')","Department of Computer Science, ETHZ - ETH Zurich"
"Name(first='Christian', last='Federmann')",Microsoft
"Name(first='Matt', last='Post')",Microsoft and Johns Hopkins University
"Name(first='Yuanyi', last='Ren')",Unknown
"Name(first='Haoran', last='Ye')",Peking University
"Name(first='Hanjun', last='Fang')",Unknown
"Name(first='Xin', last='Zhang')","Unknown; Peking University; Harbin Institute of Technology, Shenzhen"
"Name(first='Guojie', last='Song')",Peking University
"Name(first='Ling', last='Hu')",Unknown
"Name(first='Yuemei', last='Xu')",Beijing Foreign Studies University
"Name(first='Jesus', last='Solano')","Department of Computer Science, ETHZ - ETH Zurich"
"Name(first='Mardhiyah', last='Sanni')",Intron Health
"Name(first='Oana-Maria', last='Camburu')","Department of Computer Science, University College London, University of London"
"Name(first='Pasquale', last='Minervini')",University of Edinburgh
"Name(first='Wen', last='Wu')",Unknown
"Name(first='Bo', last='Li')","University of Illinois, Urbana Champaign; University of Illinois, Urbana Champaign and University of California Berkeley; Google; Baidu Inc"
"Name(first='Chao', last='Zhang')",Tsinghua University and University College London; Tsinghua University; Georgia Institute of Technology
"Name(first='Chung-Cheng', last='Chiu')",Google
"Name(first='Qiujia', last='Li')",Google
"Name(first='Junwen', last='Bai')",Google
"Name(first='Tara', last='Sainath')",Google
"Name(first='Phil', last='Woodland')",University of Cambridge
"Name(first='Jinyuan', last='Fang')",University of Glasgow
"Name(first='Zaiqiao', last='Meng')",Unknown; University of Glasgow
"Name(first='Craig', last='Macdonald')",University of Glasgow
"Name(first='Yingji', last='Zhang')",Unknown
"Name(first='Danilo', last='Carvalho')",University of Manchester
"Name(first='Yan', last='Ma')",Unknown
"Name(first='Yu', last='Qiao')",Unknown; Shanghai Aritifcal Intelligence Laboratory
"Name(first='Junfan', last='Chen')",Unknown
"Name(first='Richong', last='Zhang')",Unknown; Beihang University
"Name(first='Junchi', last='Chen')",Unknown
"Name(first='Chunming', last='Hu')",Beijing University of Aeronautics and Astronautics
"Name(first='Junjie', last='Ye')",Unknown
"Name(first='Sixian', last='Li')",Unknown
"Name(first='Guanyu', last='Li')",Unknown
"Name(first='Caishuang', last='Huang')",Unknown
"Name(first='Yilong', last='Wu')",Unknown
"Name(first='Mohammad Javad', last='Hosseini')",Google
"Name(first='Andrey', last='Petrov')",Unknown
"Name(first='Alex', last='Fabrikant')",Google Research
"Name(first='Annie', last='Louis')",Google DeepMind
"Name(first='Ting', last='Wu')",Unknown
"Name(first='Jingyi', last='Liu')",Unknown
"Name(first='Jiaqi', last='Zhao')",Unknown
"Name(first='Miao', last='Zhang')",Harbin Institute of Technology (Shenzhen); Unknown
"Name(first='Chao', last='Zeng')",Unknown
"Name(first='Ming', last='Wang')",Unknown
"Name(first='Xuebo', last='Liu')","Harbin Institute of Technolgy, Shenzhen"
"Name(first='Liqiang', last='Nie')",Harbin Institute of Technology (Shenzhen)
"Name(first='Leon', last='Weber-Genzel')",Ludwig-Maximilians-Universität München
"Name(first='Siyao', last='Peng')",Ludwig-Maximilians-Universitüt München; Ludwig-Maximilians-Universität München
"Name(first='Marie-Catherine', last='De Marneffe')",UCLouvain
"Name(first='Xunjian', last='Yin')",Unknown
"Name(first='Xu', last='Zhang')",Peking University
"Name(first='Jie', last='Ruan')",Unknown
"Name(first='Soyoung', last='Yoon')",Seoul National University
"Name(first='Eunbi', last='Choi')",LG AI Research
"Name(first='Jiyeon', last='Kim')",Unknown
"Name(first='Hyeongu', last='Yun')",Unknown
"Name(first='Yireun', last='Kim')",LG AI Research
"Name(first='Seung-won', last='Hwang')",Seoul National University
"Name(first='Guizhen', last='Chen')",Unknown
"Name(first='Liying', last='Cheng')",Unknown
"Name(first='Anh Tuan', last='Luu')",Nanyang Technological University
"Name(first='Lidong', last='Bing')",Alibaba Group
"Name(first='Viktor', last='Moskvoretskii')",Skolkovo Institute of Science and Technology
"Name(first='Ekaterina', last='Neminova')",Unknown
"Name(first='Alina', last='Lobanova')",Unknown
"Name(first='Alexander', last='Panchenko')",Skoltech
"Name(first='Irina', last='Nikishina')",Unknown
"Name(first='Weiqi', last='Wang')","Department of Computer Science and Engineering, HKUST, Hong Kong SAR, China; Amazon.com, Johns Hopkins University and The Hong Kong University of Science and Technology"
"Name(first='Chunyang', last='Li')",Unknown
"Name(first='Wenxuan', last='Ding')",Hong Kong University of Science and Technology
"Name(first='Baixuan', last='Xu')","Unknown; Department of Computer Science and Engineering, HKUST, Hong Kong SAR, China"
"Name(first='Cheng', last='Jiayang')","Department of Computer Science and Engineering, Hong Kong University of Science and Technology"
"Name(first='Jitai', last='Hao')",Unknown
"Name(first='Weiwei', last='Sun')",Carnegie Mellon University; University of Cambridge
"Name(first='Xin', last='Xin')",Unknown
"Name(first='Qi', last='Meng')","Microsoft and Academy of Mathematics and Systems Science, Chinese Academy of Sciences"
"Name(first='Zhumin', last='Chen')",Shandong University
"Name(first='Pengjie', last='Ren')",Shandong University
"Name(first='Zhaochun', last='Ren')",Leiden University
"Name(first='Arnav', last='Chavan')",Unknown
"Name(first='Nahush', last='Lele')",Unknown
"Name(first='Deepak', last='Gupta')",University of Tromsø and Transmute AI Research; Microsoft
"Name(first='Zhangyue', last='Yin')",Unknown
"Name(first='Qiushi', last='Sun')",University of Hong Kong and Shanghai Artificial Intelligence Laboratory
"Name(first='Qipeng', last='Guo')",Shanghai AI Laboratory
"Name(first='Zhiyuan', last='Zeng')",Unknown
"Name(first='Xiaonan', last='Li')",Fudan University
"Name(first='Junqi', last='Dai')",Unknown
"Name(first='Qinyuan', last='Cheng')",Unknown
"Name(first='Xipeng', last='Qiu')",Fudan University
"Name(first='Junnan', last='Dong')",Unknown
"Name(first='Qinggang', last='Zhang')",Unknown
"Name(first='Huachi', last='Zhou')",Unknown
"Name(first='Daochen', last='Zha')",Airbnb
"Name(first='Pai', last='Zheng')",Hong Kong Polytechnic University
"Name(first='Xiao', last='Huang')",The Hong Kong Polytechnic University
"Name(first='Peiyu', last='Liu')",Unknown
"Name(first='Ze-Feng', last='Gao')",Unknown
"Name(first='Xin', last='Zhao')",Renmin University of China
"Name(first='Yipeng', last='Ma')",Unknown
"Name(first='Tao', last='Wang')",Unknown; Bytedance group
"Name(first='Ji-Rong', last='Wen')",Renmin University of China
"Name(first='Seoyeon', last='Kim')",Unknown
"Name(first='Kwangwook', last='Seo')",Unknown
"Name(first='Hyungjoo', last='Chae')",Unknown
"Name(first='Jinyoung', last='Yeo')",Yonsei university
"Name(first='Dongha', last='Lee')",Yonsei university
"Name(first='Yanyang', last='Li')",Unknown
"Name(first='Shuo', last='Liang')",The Chinese University of Hong Kong
"Name(first='Michael', last='Lyu')",The Chinese University of Hong Kong
"Name(first='Liwei', last='Wang')",The Chinese University of Hong Kong
"Name(first='Yihong', last='Liu')",Ludwig-Maximilians-Universität München
"Name(first='Chunlan', last='Ma')",Unknown
"Name(first='Haotian', last='Ye')",Center for Information and Language Processing
"Name(first='Hinrich', last='Schuetze')",Unknown; Center for Information and Language Processing
"Name(first='Vyas', last='Raina')",Unknown
"Name(first='Samson', last='Tan')",Amazon
"Name(first='Volkan', last='Cevher')",EPFL - EPF Lausanne and Amazon Development Center Germany
"Name(first='Aditya', last='Rawal')",Amazon
"Name(first='Sheng', last='Zha')",Amazon
"Name(first='George', last='Karypis')","University of Minnesota, Minneapolis"
"Name(first='Yongsen', last='Zheng')",Nanyang Technological University
"Name(first='Ruilin', last='Xu')",Unknown
"Name(first='Ziliang', last='Chen')",Unknown
"Name(first='Guohua', last='Wang')",South China Agricultural University
"Name(first='Mingjie', last='Qian')",Sun Yat-Sen University
"Name(first='Jinghui', last='Qin')",Guangdong University of Technology
"Name(first='Liang', last='Lin')",Sun Yat-Sen University
"Name(first='Mobashir', last='Sadat')",Unknown
"Name(first='Jiongxiao', last='Wang')",University of Wisconsin - Madison
"Name(first='Junlin', last='Wu')","Washington University, Saint Louis"
"Name(first='Muhao', last='Chen')","University of California, Davis and University of Southern California"
"Name(first='Yevgeniy', last='Vorobeychik')","Washington University, St. Louis"
"Name(first='Chaowei', last='Xiao')",University of Wisconsin - Madison and NVIDIA
"Name(first='Kai', last='Nylund')",Unknown
"Name(first='Suchin', last='Gururangan')","Facebook and University of Washington, Seattle"
"Name(first='Noah', last='Smith')",University of Washington and Allen Institute for Artificial Intelligence; University of Washington
"Name(first='Howard', last='Yen')",Princeton University
"Name(first='Tianyu', last='Gao')",Unknown
"Name(first='Danqi', last='Chen')","Department of Computer Science, Princeton University"
"Name(first='Yao', last='Yao')",Unknown
"Name(first='Zuchao', last='Li')",Unknown
"Name(first='Tao', last='Feng')",Monash University
"Name(first='Lizhen', last='Qu')",Monash University
"Name(first='Zhuang', last='Li')",Monash University
"Name(first='Haolan', last='Zhan')",Monash University
"Name(first='Yuncheng', last='Hua')",Unknown
"Name(first='Reza', last='Haf')",Monash University
